Cleaned_Sentence,Sentiment
first nine month 2010 company net loss narrow eur415 000 eur7 .4 correspond period 2009 .,2
u dollar wipe sale gain sabmiller,0
revenue grow 2 percent x20ac 580 million $ 743 million x20ac 569 million .,2
seppala revenue increase 0.2 % eur10 .1 m. finland revenue go 2.4 % eur6 .8 sale abroad rise 6.2 % eur3 .3 m. sale increase baltic country well russia ukraine .,2
$ wx decent pull back . .,0
master mayawas jointly develop nokia siemens network ufa fremantlemedia actively advertise maxis end may 2007 .,1
$ endp look long entry today price action wasnt appeal,1
cover small $ mww short 7.99 .16 loss . flat day . cash .,2
return equity stand 18.3 % compare 15.4 % third quarter 2005 .,2
negotiation result reduction 80 people regular employment around half cover pension arrangement .,0
$ acom downside breakout look come soon .,0
finnish handle system company cargotec oyj hel cgcbv say today eur 13 million usd 16.6 contract deliver macgregor hatch cover ship order norwegian shipowner grieg shipping .,2
78 user vetr bearish tesla motor inc. indicate sell rating 2 star $ tsla,0
cost deal could range 70 million 90 million euro depend financial result two company 2008 statement say .,1
capman stockholmheadquartered private equity firm hold first close second private equity real estate fund continue push property sector .,1
compnay also say would lower price development project one third compare last november .,1
nokian tyre prove high safety excellently important drive quality stability mark 1.4 handle 1.5 brake wet road 1.9 .,2
finnish communication electronics component supplier scanfil oyj tuesday say sale first half 2006 15 % low period year ago .,1
high wind also topple three semitrailer i15 north barstow .,1
ruukki sign contract norwegian company veidekke entreprenor .,2
konecranes previously communicate estimate reduction 1600 employee group level 2009 .,1
$ googl set 50day moving average .,2
deal include rental equipment relate merchandise rental contract depot two employee company say .,1
operating cash flow investment total eur 61.3 mn compare eur 75.3 mn correspond period 2007 .,0
ebrd use fund provide 21.6 mln loan b portion 10 mln euro syndicate two finnish commercial bank nordea bank finland plc 7.7 mln euro pohjola bank plc 2.3 mln euro .,1
issue identify stonesoft affect range content inspection technology .,1
pharmaceutical group orion corp report fall thirdquarter earnings hit large expenditure rd marketing .,0
5star analyst pivotal research upgrade rating $ googl buy . brian 79 % success rate,2
hobby hall sale decrease 26 pct due implement new information system involve change principal post sale .,0
last year 8.3 million passenger fly airline 4 percent 2007 .,1
operating loss total eur 3.2 mn compare profit eur 7.2 mn third quarter 2008 .,1
subscription sale decrease slightly .,1
adp news feb 6 2009 finnish fish tackle company rapala vmc corp hel rap1v say today net profit rise eur 19.2 million usd 24.6 2008 eur 17.5 million 2007 .,2
finnish sport equipment company amer sport say decided lay 370 worker salomon division france .,1
original contract sign last summer .,1
first quarter 2008 sacanfil net sale total eur 50.0 mn operating profit eur 4.7 mn .,1
$ spy cmon bull buy dip !,2
group loyal customer magazine yhteishyv come second 1629000 reader sanoma corporation daily newspaper helsingin sanomat third 1097000 reader .,1
kesko agro eesti retailer wholesaler grain agricultural warehouse machinery accessory net sale 81 million euro 2007 increase onetenth precede year .,2
accord construction work start spring 2007 facility commission spring 2008 .,1
$ fb $ tsla crack low early . $ short,0
operating profit eur 24.5 mn eur 23.0 mn .,2
total capital fund manage bank decrease 28 % eur 284mn end september 2008 .,1
commission income decrease eur 3.8 mn compare eur 4.6 mn third quarter 2007 .,1
finnish software developer do solution oyj say net profit increase 3.5 mln euro $ 4.6 mln 2006 2.3 mln euro $ 3.0 mln 2005 .,2
niina nenonen marimekko current director clothing bag accessory line take role .,1
homeowner across north america green experience share cost saving clean ecofriendly heat .,1
pharmaceutical market italy global research data service publish recently market analysis pharmaceutical market italy .,1
transaction support huhtamaki strategic review rigid plastic consumer good operation say huhtamki oyj ceo jukka moisio .,1
britain ftse steady support dixons carphone,2
adp news nov 13 2008 finnish print circuit board pcb maker aspocomp group oyj omx acg1v say today net loss narrow eur 2 million usd 2.5 first nine month 2008 eur 57,2
finnish medium group talentum issue profit warning .,0
train expect cross russian territory 9 day reach vostochny port .,1
ftse 100 drop 2.5 pct glencore metal price fear,0
acquisition part ramirent strategy strengthen position select location .,2
hk ruokatalo target know consumer .,1
$ sbux get sell .,0
strategic operational business information objectively report .,1
acquisition panostaja oyj expand business area specialise digital printing .,2
via move company aim annual saving eur3m main part expect realized year .,2
net sale 2006 total eur 302 million operate margin 16 % .,1
however growth margin slow due financial crisis .,1
start software capable retrieve data type computer keyboard keyloggers complex mechanism arrive scene phishing pharming .,1
significant milestone benefon help u secure critical usp personal navigation product roadmap 2007 beyond comment simon button chief technology officer benefon .,2
kone say court paper union action delay repair elevator federal courthouse jan. 21 saltonstall state office building jan. 23 .,0
concept enable commercially affordable way manufacture highquality tco coat glass solar industry .,2
performance second half 2009 exceed expectation .,2
$ esf . nice little cupandhandle shape 15minute . endofday $ spy $ spx favour good day index . see gap open,2
10000odd square metre plot stockmann buy nevsky center shopping center locate nevsky prospect st petersburg high street next vosstaniya square underground station immediate vicinity moscow station .,1
amazon sell surveillance camera infect malware $ amzn,0
net sale drop 6 % yearonyear eur 11.9 million .,0
eur5 .9 h1 09 3 august 2009 finnish medium group ilkkayhtyma oyj hel ilk2s say today net profit fell 45 % year eur5 .9 first half 2009 .,1
scheme teliasonera altimo practically identical except involves merger stake vimpelcom kyivstar .,1
finnish textile clothe group marimekko oyj posted net profit 7.99 mln euro $ 10.4 mln 2006 compare 8.4 mln euro $ 10.9 mln 2005 .,0
january 11 2010 ephc board director approve increase quarterly dividend $ 0.03 $ 0.05 per share .,2
$ iwm relative weakness pretty apparent short boat get full one . prefer boat close empty .,0
second quarter 2010 firstquarter growth net sale since third quarter of2008 say magnus rosen ramirent ceo .,2
third quarter 2010 net sale increase 5.2 % eur 205.5 mn operating profit 34.9 % eur 23.5 mn .,2
secondquarter net sale expect par first quarter 2009 .,1
accord company decision issue make summer 2010 early summer 2011 late .,1
lt also acquire 50 pct stake local sector company salvor oy begin september 2007 .,1
bot $ amzn 600 weekly call 5.93,2
vaisala net profit third quarter 2007 drop 3.0 mln euro $ 4.3 mln 6.8 mln euro $ 9.8 mln period 2006 .,0
finnish suominen corporation make wipe nonwovens flexible packaging expect change market situation reduce sale suominen nonwovens wet wipe previously estimate volume .,0
estonian electronic component factory elcoteq run material closure air traffic .,1
$ bbry ready take !,2
nine bank include barclays citi agree pay $ 2 billion settle forex ...,0
